Timestamp,Sensor,Reading,FaultType
2025-01-01 00:00:00,Sensor_1,52.48357076505616,Normal
2025-01-01 00:00:05,Sensor_1,49.30867849414408,Normal
2025-01-01 00:00:10,Sensor_1,53.23844269050346,Normal
2025-01-01 00:00:15,Sensor_1,57.61514928204013,Normal
2025-01-01 00:00:20,Sensor_1,48.82923312638332,Normal
2025-01-01 00:00:25,Sensor_1,48.8293152152541,Normal
2025-01-01 00:00:30,Sensor_1,57.89606407753696,Normal
2025-01-01 00:00:35,Sensor_1,53.837173645764544,Normal
2025-01-01 00:00:40,Sensor_1,47.65262807032524,Normal
2025-01-01 00:00:45,Sensor_1,52.71280021792983,Normal
2025-01-01 00:00:50,Sensor_1,47.68291153593769,Normal
2025-01-01 00:00:55,Sensor_1,47.67135123214872,Normal
2025-01-01 00:01:00,Sensor_1,51.20981135783017,Normal
2025-01-01 00:01:05,Sensor_1,40.43359877671101,Normal
2025-01-01 00:01:10,Sensor_1,41.37541083743484,Normal
2025-01-01 00:01:15,Sensor_1,47.188562353795135,Normal
2025-01-01 00:01:20,Sensor_1,44.93584439832788,Normal
2025-01-01 00:01:25,Sensor_1,51.57123666297637,Normal
2025-01-01 00:01:30,Sensor_1,45.45987962239394,Normal
2025-01-01 00:01:35,Sensor_1,42.93848149332354,Normal
2025-01-01 00:01:40,Sensor_1,57.32824384460777,Normal
2025-01-01 00:01:45,Sensor_1,48.87111849756732,Normal
2025-01-01 00:01:50,Sensor_1,50.337641023439616,Normal
2025-01-01 00:01:55,Sensor_1,42.87625906893272,Normal
2025-01-01 00:02:00,Sensor_1,47.27808637737409,Normal
2025-01-01 00:02:05,Sensor_1,50.55461294854933,Normal
2025-01-01 00:02:10,Sensor_1,44.24503211288849,Normal
2025-01-01 00:02:15,Sensor_1,51.87849009172836,Normal
2025-01-01 00:02:20,Sensor_1,46.99680655040598,Normal
2025-01-01 00:02:25,Sensor_1,48.54153125103362,Normal
2025-01-01 00:02:30,Sensor_1,46.991466938853016,Normal
2025-01-01 00:02:35,Sensor_1,59.26139092254469,Normal
2025-01-01 00:02:40,Sensor_1,49.93251387631033,Normal
2025-01-01 00:02:45,Sensor_1,44.7114453552205,Normal
2025-01-01 00:02:50,Sensor_1,54.11272456051594,Normal
2025-01-01 00:02:55,Sensor_1,43.89578175014489,Normal
2025-01-01 00:03:00,Sensor_1,51.04431797502378,Normal
2025-01-01 00:03:05,Sensor_1,40.201649380601125,Normal
2025-01-01 00:03:10,Sensor_1,43.359069755507846,Normal
2025-01-01 00:03:15,Sensor_1,50.984306179345616,Normal
2025-01-01 00:03:20,Sensor_1,53.69233289997705,Normal
2025-01-01 00:03:25,Sensor_1,50.85684140594985,Normal
2025-01-01 00:03:30,Sensor_1,49.4217585880588,Normal
2025-01-01 00:03:35,Sensor_1,48.49448152205356,Normal
2025-01-01 00:03:40,Sensor_1,42.60739004816286,Normal
2025-01-01 00:03:45,Sensor_1,46.40077895802646,Normal
2025-01-01 00:03:50,Sensor_1,47.696806145201066,Normal
2025-01-01 00:03:55,Sensor_1,55.285611131094576,Normal
2025-01-01 00:04:00,Sensor_1,51.71809144784231,Normal
2025-01-01 00:04:05,Sensor_1,41.18479922318633,Normal
2025-01-01 00:04:10,Sensor_1,51.62041984697397,Normal
2025-01-01 00:04:15,Sensor_1,48.07458859791842,Normal
2025-01-01 00:04:20,Sensor_1,46.61538999847021,Normal
2025-01-01 00:04:25,Sensor_1,53.058381444204336,Normal
2025-01-01 00:04:30,Sensor_1,55.15499761247976,Normal
2025-01-01 00:04:35,Sensor_1,54.65640059558099,Normal
2025-01-01 00:04:40,Sensor_1,45.80391238388681,Normal
2025-01-01 00:04:45,Sensor_1,48.45393812074393,Normal
2025-01-01 00:04:50,Sensor_1,51.65631715701782,Normal
2025-01-01 00:04:55,Sensor_1,54.8777256356118,Normal
2025-01-01 00:05:00,Sensor_1,47.60412881077355,Normal
2025-01-01 00:05:05,Sensor_1,49.07170511668092,Normal
2025-01-01 00:05:10,Sensor_1,44.468325129969855,Normal
2025-01-01 00:05:15,Sensor_1,44.01896687959665,Normal
2025-01-01 00:05:20,Sensor_1,54.06262911197099,Normal
2025-01-01 00:05:25,Sensor_1,56.78120014285412,Normal
2025-01-01 00:05:30,Sensor_1,49.63994939209833,Normal
2025-01-01 00:05:35,Sensor_1,55.01766448946012,Normal
2025-01-01 00:05:40,Sensor_1,51.808180125238174,Normal
2025-01-01 00:05:45,Sensor_1,46.774401226974376,Normal
2025-01-01 00:05:50,Sensor_1,51.80697802754207,Normal
2025-01-01 00:05:55,Sensor_1,57.690182832329846,Normal
2025-01-01 00:06:00,Sensor_1,49.82086980445024,Normal
2025-01-01 00:06:05,Sensor_1,57.82321827907003,Normal
2025-01-01 00:06:10,Sensor_1,36.90127447955128,Normal
2025-01-01 00:06:15,Sensor_1,54.10951252187612,Normal
2025-01-01 00:06:20,Sensor_1,50.43523534119085,Normal
2025-01-01 00:06:25,Sensor_1,48.50496324767066,Normal
2025-01-01 00:06:30,Sensor_1,50.45880388267752,Normal
2025-01-01 00:06:35,Sensor_1,40.06215542699554,Normal
2025-01-01 00:06:40,Sensor_1,48.90164056081244,Normal
2025-01-01 00:06:45,Sensor_1,51.78556285755873,Normal
2025-01-01 00:06:50,Sensor_1,57.38947022370758,Normal
2025-01-01 00:06:55,Sensor_1,47.40864890863176,Normal
2025-01-01 00:07:00,Sensor_1,45.95753198553406,Normal
2025-01-01 00:07:05,Sensor_1,47.491214782077314,Normal
2025-01-01 00:07:10,Sensor_1,54.57701058851037,Normal
2025-01-01 00:07:15,Sensor_1,51.64375554829842,Normal
2025-01-01 00:07:20,Sensor_1,47.351198981164806,Normal
2025-01-01 00:07:25,Sensor_1,52.56633716556678,Normal
2025-01-01 00:07:30,Sensor_1,50.4853877467402,Normal
2025-01-01 00:07:35,Sensor_1,54.84322495266444,Normal
